,pred,id
937,3,3656
938,1,3657
939,3,3658
940,3,3659
941,1,3660
942,3,3661
943,3,3662
944,3,3663
945,3,3664
946,3,3665
947,3,3666
948,3,3667
949,3,3668
950,3,3669
951,3,3670
952,3,3671
953,3,3672
954,3,3673
955,3,3674
956,3,3675
957,3,3676
958,3,3677
959,3,3678
960,3,3679
961,3,3680
962,3,3681
963,3,3682
964,3,3683
965,3,3684
966,3,3685
967,3,3686
968,3,3687
969,3,3688
970,3,3689
971,3,3690
972,3,3691
973,3,3692
974,3,3693
975,3,3694
976,3,3695
977,3,3696
978,3,3697
979,3,3698
980,3,3699
981,3,3700
982,3,3701
983,3,3702
984,3,3703
985,3,3704
986,3,3705
987,3,3706
988,3,3707
989,3,3708
990,3,3709
991,3,3710
992,3,3711
993,3,3712
994,3,3713
995,3,3714
996,3,3715
997,3,3716
998,3,3717
999,3,3718
1000,3,3719
1001,3,3720
1002,3,3721
1003,3,3722
1004,3,3723
1005,3,3724
1006,3,3725
1007,3,3726
1008,3,3727
1009,3,3728
1010,3,3729
1011,3,3730
1012,3,3731
1013,3,3732
1014,3,3733
1015,3,3734
1016,3,3735
1017,3,3736
1018,3,3737
1019,3,3738
1020,3,3739
1021,3,3740
1022,3,3741
1023,3,3742
1024,3,3743
1025,3,3744
1026,3,3745
1027,3,3746
1028,3,3747
1029,3,3748
1030,3,3749
1031,3,3750
1032,3,3751
1033,3,3752
1034,3,3753
1035,3,3754
1036,3,3755
1037,3,3756
1038,3,3757
1039,3,3758
1040,3,3759
1041,3,3760
1042,3,3761
1043,3,3762
1044,3,3763
1045,3,3764
1046,3,3765
1047,3,3766
1048,3,3767
1049,3,3768
1050,3,3769
1051,3,3770
1052,3,3771
1053,3,3772
1054,3,3773
1055,3,3774
1056,3,3775
1057,3,3776
1058,3,3777
1059,3,3778
1060,3,3779
1061,3,3780
1062,3,3781
1063,3,3782
1064,3,3783
1065,3,3784
1066,3,3785
1067,3,3786
1068,3,3787
1069,3,3788
1070,3,3789
1071,3,3790
1072,3,3791
1073,3,3792
1074,3,3793
1075,3,3794
1076,3,3795
1077,3,3796
1078,3,3797
1079,3,3798
1080,3,3799
1081,3,3800
1082,3,3801
1083,3,3802
1084,3,3803
1085,3,3804
1086,3,3805
1087,3,3806
1088,3,3807
1089,3,3808
1090,3,3809
1091,3,3810
1092,3,3811
1093,3,3812
1094,3,3813
1095,3,3814
1096,3,3815
1097,3,3816
1098,3,3817
1099,3,3818
1100,3,3819
1101,3,3820
1102,3,3821
1103,3,3822
1104,3,3823
1105,3,3824
1106,3,3825
1107,3,3826
1108,3,3827
1109,3,3828
1110,3,3829
1111,3,3830
1112,3,3831
1113,3,3832
1114,3,3833
1115,3,3834
1116,3,3835
1117,3,3836
1118,3,3837
1119,3,3838
1120,3,3839
1121,3,3840
1122,3,3841
1123,3,3842
1124,3,3843
1125,3,3844
1126,3,3845
1127,3,3846
1128,3,3847
1129,3,3848
1130,3,3849
1131,3,3850
1132,3,3851
1133,3,3852
1134,3,3853
1135,3,3854
1136,3,3855
1137,3,3856
1138,3,3857
1139,3,3858
1140,3,3859
1141,3,3860
1142,3,3861
1143,3,3862
1144,3,3863
1145,3,3864
1146,3,3865
1147,3,3866
1148,3,3867
1149,3,3868
1150,3,3869
1151,3,3870
1152,3,3871
1153,3,3872
1154,3,3873
1155,3,3874
1156,3,3875
1157,3,3876
1158,3,3877
1159,3,3878
1160,3,3879
1161,3,3880
1162,3,3881
1163,3,3882
1164,3,3883
1165,3,3884
1166,3,3885
1167,3,3886
1168,3,3887
1169,3,3888
1170,3,3889
1171,3,3890
1172,3,3891
1173,3,3892
1174,3,3893
1175,3,3894
1176,3,3895
1177,3,3896
1178,3,3897
1179,3,3898
1180,3,3899
1181,3,3900
1182,3,3901
1183,3,3902
1184,3,3903
1185,3,3904
1186,3,3905
1187,3,3906
1188,3,3907
1189,3,3908
1190,3,3909
1191,3,3910
1192,3,3911
1193,3,3912
1194,3,3913
1195,3,3914
1196,2,3915
1197,3,3916
1198,3,3917
1199,3,3918
1200,3,3919
1201,3,3920
1202,3,3921
1203,3,3922
1204,3,3923
1205,3,3924
1206,2,3925
1207,3,3926
1208,3,3927
1209,3,3928
1210,3,3929
1211,2,3930
1212,3,3931
1213,3,3932
1214,3,3933
1215,3,3934
1216,3,3935
1217,3,3936
1218,3,3937
1219,3,3938
1220,3,3939
1221,3,3940
1222,3,3941
1223,3,3942
1224,3,3943
1225,3,3944
1226,3,3945
1227,3,3946
1228,3,3947
1229,3,3948
1230,3,3949
1231,3,3950
1232,3,3951
1233,3,3952
1234,3,3953
1235,3,3954
1236,3,3955
1237,3,3956
1238,3,3957
1239,3,3958
1240,3,3959
1241,3,3960
1242,3,3961
1243,3,3962
1244,3,3963
1245,3,3964
1246,3,3965
1247,3,3966
1248,3,3967
1249,3,3968
1250,3,3969
1251,3,3970
1252,3,3971
1253,3,3972
1254,3,3973
1255,3,3974
1256,3,3975
1257,3,3976
1258,3,3977
1259,3,3978
1260,3,3979
1261,3,3980
1262,3,3981
1263,3,3982
1264,3,3983
1265,3,3984
1266,3,3985
1267,3,3986
1268,3,3987
1269,3,3988
1270,3,3989
1271,3,3990
1272,3,3991
1273,3,3992
1274,3,3993
1275,3,3994
1276,3,3995
1277,3,3996
1278,3,3997
1279,3,3998
1280,3,3999
1281,3,4000
1282,3,4001
1283,3,4002
1284,3,4003
1285,3,4004
1286,3,4005
1287,3,4006
1288,3,4007
1289,3,4008
1290,3,4009
1291,3,4010
1292,3,4011
1293,3,4012
1294,3,4013
1295,3,4014
1296,3,4015
1297,3,4016
1298,3,4017
1299,3,4018
1300,3,4019
1301,3,4020
1302,3,4021
1303,3,4022
1304,3,4023
1305,3,4024
1306,3,4025
1307,3,4026
1308,3,4027
1309,3,4028
1310,3,4029
